1,0,0,0
0,1,0,0
0,0,1,0
0,0,0,1
0.25341978218855943,0.23741515912931369,0.26000659702043405,0.2491584616616928
0.01767336710583824,0.3701847709680996,0.6043431173096167,0.007798744616445332
0.5743894316284088,0.004223950497861387,0.007486898854642374,0.4138997190190875
0.0062696292070126705,0.4933845312129471,0.011719497353846925,0.4886263422261933
0.007516960787455603,0.01792519566620327,0.4182405392059925,0.5563173043403487
0.5571241355617426,0.38436002901717614,0.011663297176654949,0.046852538244426416
0.5705455892918472,0.008296742224854261,0.3821692836456084,0.038988384837689946
0.20581052405174838,0.6366831634533888,0.02891730044211161,0.12858901205275122
0.24727575797624418,0.029215167176659316,0.07091878424144245,0.6525902906056541
0.16200925694846252,0.0353465370007939,0.6125657026678936,0.19007850338284987
0.05963497944904908,0.5498222714983698,0.32856554539534966,0.061977203657231465
0.7392988417712112,0.10550165261857548,0.021292103080478884,0.13390740252973435
0.003971715005439667,0.3204860010053901,0.42353095842863353,0.2520113255605367
0.3245241914511123,0.44788197408993263,0.22407138169992868,0.0035224527590264
0.32470764102188443,0.3882919139773992,0.0035386009354828056,0.28346184406523367
0.41164760079839036,0.004092804105403053,0.2442779387724537,0.3399816563237529
